"region","drivmedel","månad","Antal"
"f.d. Skaraborgs län","övriga bränslen","2009M10",0
"f.d. Skaraborgs län","övriga bränslen","2009M11",0
"f.d. Skaraborgs län","övriga bränslen","2009M12",0
"f.d. Skaraborgs län","övriga bränslen","2010M01",0
"f.d. Skaraborgs län","övriga bränslen","2010M02",0
"f.d. Skaraborgs län","övriga bränslen","2010M03",0
"f.d. Skaraborgs län","övriga bränslen","2010M04",0
"f.d. Skaraborgs län","övriga bränslen","2010M05",0
"f.d. Skaraborgs län","övriga bränslen","2010M06",0
"f.d. Skaraborgs län","övriga bränslen","2010M07",0
"f.d. Skaraborgs län","övriga bränslen","2010M08",0
"f.d. Skaraborgs län","övriga bränslen","2010M09",0
"f.d. Skaraborgs län","övriga bränslen","2010M10",0
"f.d. Skaraborgs län","övriga bränslen","2010M11",0
"f.d. Skaraborgs län","övriga bränslen","2010M12",0
"f.d. Skaraborgs län","övriga bränslen","2011M01",0
"f.d. Skaraborgs län","övriga bränslen","2011M02",0
"f.d. Skaraborgs län","övriga bränslen","2011M03",0
"f.d. Skaraborgs län","övriga bränslen","2011M04",0
"f.d. Skaraborgs län","övriga bränslen","2011M05",0
"f.d. Skaraborgs län","övriga bränslen","2011M06",0
"f.d. Skaraborgs län","övriga bränslen","2011M07",0
"f.d. Skaraborgs län","övriga bränslen","2011M08",0
"f.d. Skaraborgs län","övriga bränslen","2011M09",0
"f.d. Skaraborgs län","övriga bränslen","2011M10",0
"f.d. Skaraborgs län","övriga bränslen","2011M11",0
"f.d. Skaraborgs län","övriga bränslen","2011M12",0
"f.d. Skaraborgs län","övriga bränslen","2012M01",0
"f.d. Skaraborgs län","övriga bränslen","2012M02",0
"f.d. Skaraborgs län","övriga bränslen","2012M03",0
"f.d. Skaraborgs län","övriga bränslen","2012M04",0
"f.d. Skaraborgs län","övriga bränslen","2012M05",0
"f.d. Skaraborgs län","övriga bränslen","2012M06",0
"f.d. Skaraborgs län","övriga bränslen","2012M07",0
"f.d. Skaraborgs län","övriga bränslen","2012M08",0
"f.d. Skaraborgs län","övriga bränslen","2012M09",0
"f.d. Skaraborgs län","övriga bränslen","2012M10",0
"f.d. Skaraborgs län","övriga bränslen","2012M11",0
"f.d. Skaraborgs län","övriga bränslen","2012M12",0
"f.d. Skaraborgs län","övriga bränslen","2013M01",0
"f.d. Skaraborgs län","övriga bränslen","2013M02",0
"f.d. Skaraborgs län","övriga bränslen","2013M03",0
"f.d. Skaraborgs län","övriga bränslen","2013M04",0
"f.d. Skaraborgs län","övriga bränslen","2013M05",0
"f.d. Skaraborgs län","övriga bränslen","2013M06",0
"f.d. Skaraborgs län","övriga bränslen","2013M07",0
"f.d. Skaraborgs län","övriga bränslen","2013M08",0
"f.d. Skaraborgs län","övriga bränslen","2013M09",0
"f.d. Skaraborgs län","övriga bränslen","2013M10",0
"f.d. Skaraborgs län","övriga bränslen","2013M11",0
"f.d. Skaraborgs län","övriga bränslen","2013M12",0
"f.d. Skaraborgs län","övriga bränslen","2014M01",0
"f.d. Skaraborgs län","övriga bränslen","2014M02",0
"f.d. Skaraborgs län","övriga bränslen","2014M03",0
"f.d. Skaraborgs län","övriga bränslen","2014M04",0
"f.d. Skaraborgs län","övriga bränslen","2014M05",0
"f.d. Skaraborgs län","övriga bränslen","2014M06",0
"f.d. Skaraborgs län","övriga bränslen","2014M07",0
"f.d. Skaraborgs län","övriga bränslen","2014M08",0
"f.d. Skaraborgs län","övriga bränslen","2014M09",0
"f.d. Skaraborgs län","övriga bränslen","2014M10",0
"f.d. Skaraborgs län","övriga bränslen","2014M11",0
"f.d. Skaraborgs län","övriga bränslen","2014M12",0
"f.d. Skaraborgs län","övriga bränslen","2015M01",0
"f.d. Skaraborgs län","övriga bränslen","2015M02",0
"f.d. Skaraborgs län","övriga bränslen","2015M03",0
"f.d. Skaraborgs län","övriga bränslen","2015M04",0
"f.d. Skaraborgs län","övriga bränslen","2015M05",0
"f.d. Skaraborgs län","övriga bränslen","2015M06",0
"f.d. Skaraborgs län","övriga bränslen","2015M07",0
"f.d. Skaraborgs län","övriga bränslen","2015M08",0
"f.d. Skaraborgs län","övriga bränslen","2015M09",0
"f.d. Skaraborgs län","övriga bränslen","2015M10",0
"f.d. Skaraborgs län","övriga bränslen","2015M11",0
"f.d. Skaraborgs län","övriga bränslen","2015M12",0
"f.d. Skaraborgs län","övriga bränslen","2016M01",0
"f.d. Skaraborgs län","övriga bränslen","2016M02",0
"f.d. Skaraborgs län","övriga bränslen","2016M03",0
"f.d. Skaraborgs län","övriga bränslen","2016M04",0
"f.d. Skaraborgs län","övriga bränslen","2016M05",0
"f.d. Skaraborgs län","övriga bränslen","2016M06",0
"f.d. Skaraborgs län","övriga bränslen","2016M07",0
"f.d. Skaraborgs län","övriga bränslen","2016M08",0
"f.d. Skaraborgs län","övriga bränslen","2016M09",0
"f.d. Skaraborgs län","övriga bränslen","2016M10",0
"f.d. Skaraborgs län","övriga bränslen","2016M11",0
"f.d. Skaraborgs län","övriga bränslen","2016M12",0
"f.d. Skaraborgs län","övriga bränslen","2017M01",0
"f.d. Skaraborgs län","övriga bränslen","2017M02",0
"f.d. Skaraborgs län","övriga bränslen","2017M03",0
"f.d. Skaraborgs län","övriga bränslen","2017M04",0
"f.d. Skaraborgs län","övriga bränslen","2017M05",0
"f.d. Skaraborgs län","övriga bränslen","2017M06",0
"f.d. Skaraborgs län","övriga bränslen","2017M07",0
"f.d. Skaraborgs län","övriga bränslen","2017M08",0
"f.d. Skaraborgs län","övriga bränslen","2017M09",0
"f.d. Skaraborgs län","övriga bränslen","2017M10",0
"f.d. Skaraborgs län","övriga bränslen","2017M11",0
"f.d. Skaraborgs län","övriga bränslen","2017M12",0
"f.d. Skaraborgs län","övriga bränslen","2018M01",0
"f.d. Skaraborgs län","övriga bränslen","2018M02",0
"f.d. Skaraborgs län","övriga bränslen","2018M03",0
"f.d. Skaraborgs län","övriga bränslen","2018M04",0
"f.d. Skaraborgs län","övriga bränslen","2018M05",0
"f.d. Skaraborgs län","övriga bränslen","2018M06",0
"f.d. Skaraborgs län","övriga bränslen","2018M07",0
"f.d. Skaraborgs län","övriga bränslen","2018M08",0
"f.d. Skaraborgs län","övriga bränslen","2018M09",0
"f.d. Skaraborgs län","övriga bränslen","2018M10",0
"f.d. Skaraborgs län","övriga bränslen","2018M11",0
"f.d. Skaraborgs län","övriga bränslen","2018M12",0
"f.d. Skaraborgs län","övriga bränslen","2019M01",0
"f.d. Skaraborgs län","övriga bränslen","2019M02",0
"f.d. Skaraborgs län","övriga bränslen","2019M03",0
"f.d. Skaraborgs län","övriga bränslen","2019M04",0
"f.d. Skaraborgs län","övriga bränslen","2019M05",0
"f.d. Skaraborgs län","övriga bränslen","2019M06",0
"f.d. Skaraborgs län","övriga bränslen","2019M07",0
"f.d. Skaraborgs län","övriga bränslen","2019M08",0
"f.d. Skaraborgs län","övriga bränslen","2019M09",0
"f.d. Skaraborgs län","övriga bränslen","2019M10",0
"f.d. Skaraborgs län","övriga bränslen","2019M11",0
"f.d. Skaraborgs län","övriga bränslen","2019M12",0
"f.d. Skaraborgs län","övriga bränslen","2020M01",0
"f.d. Skaraborgs län","övriga bränslen","2020M02",0
"f.d. Skaraborgs län","övriga bränslen","2020M03",0
"f.d. Skaraborgs län","övriga bränslen","2020M04",0
"f.d. Skaraborgs län","övriga bränslen","2020M05",0
"f.d. Skaraborgs län","övriga bränslen","2020M06",0
"f.d. Skaraborgs län","övriga bränslen","2020M07",0
"f.d. Skaraborgs län","övriga bränslen","2020M08",0
"f.d. Skaraborgs län","övriga bränslen","2020M09",0
"f.d. Skaraborgs län","övriga bränslen","2020M10",0
"f.d. Skaraborgs län","övriga bränslen","2020M11",0
"f.d. Skaraborgs län","övriga bränslen","2020M12",0
"f.d. Skaraborgs län","övriga bränslen","2021M01",0
"f.d. Skaraborgs län","övriga bränslen","2021M02",0
"f.d. Skaraborgs län","övriga bränslen","2021M03",0
"f.d. Skaraborgs län","övriga bränslen","2021M04",0
"f.d. Skaraborgs län","övriga bränslen","2021M05",0
"f.d. Skaraborgs län","övriga bränslen","2021M06",0
"f.d. Skaraborgs län","övriga bränslen","2021M07",0
"f.d. Skaraborgs län","övriga bränslen","2021M08",0
"f.d. Skaraborgs län","övriga bränslen","2021M09",0
"f.d. Skaraborgs län","övriga bränslen","2021M10",0
"f.d. Skaraborgs län","övriga bränslen","2021M11",0
"f.d. Skaraborgs län","övriga bränslen","2021M12",0
"f.d. Skaraborgs län","övriga bränslen","2022M01",0
"f.d. Skaraborgs län","övriga bränslen","2022M02",0
"f.d. Skaraborgs län","övriga bränslen","2022M03",0
"f.d. Skaraborgs län","övriga bränslen","2022M04",0
"f.d. Skaraborgs län","övriga bränslen","2022M05",0
"f.d. Skaraborgs län","övriga bränslen","2022M06",0
"f.d. Skaraborgs län","övriga bränslen","2022M07",0
"f.d. Skaraborgs län","övriga bränslen","2022M08",0
"f.d. Skaraborgs län","övriga bränslen","2022M09",0
"f.d. Skaraborgs län","övriga bränslen","2022M10",0
"f.d. Skaraborgs län","övriga bränslen","2022M11",0
"f.d. Skaraborgs län","övriga bränslen","2022M12",0
"f.d. Skaraborgs län","övriga bränslen","2023M01",0
"f.d. Skaraborgs län","övriga bränslen","2023M02",0
"f.d. Skaraborgs län","övriga bränslen","2023M03",0
"f.d. Skaraborgs län","övriga bränslen","2023M04",0
"f.d. Skaraborgs län","övriga bränslen","2023M05",0
"f.d. Skaraborgs län","övriga bränslen","2023M06",0
"f.d. Skaraborgs län","övriga bränslen","2023M07",0
"f.d. Skaraborgs län","övriga bränslen","2023M08",0
"f.d. Skaraborgs län","övriga bränslen","2023M09",0
"f.d. Skaraborgs län","övriga bränslen","2023M10",0
"f.d. Skaraborgs län","övriga bränslen","2023M11",0
"f.d. Skaraborgs län","övriga bränslen","2023M12",0
"f.d. Skaraborgs län","övriga bränslen","2024M01",0
"f.d. Skaraborgs län","övriga bränslen","2024M02",0
"f.d. Skaraborgs län","övriga bränslen","2024M03",0
"f.d. Skaraborgs län","övriga bränslen","2024M04",0
"f.d. Skaraborgs län","övriga bränslen","2024M05",0
"f.d. Skaraborgs län","övriga bränslen","2024M06",0
"f.d. Skaraborgs län","övriga bränslen","2024M07",0
"f.d. Skaraborgs län","övriga bränslen","2024M08",0
"f.d. Skaraborgs län","övriga bränslen","2024M09",0
"f.d. Skaraborgs län","övriga bränslen","2024M10",0
"f.d. Skaraborgs län","övriga bränslen","2024M11",0
"f.d. Skaraborgs län","övriga bränslen","2024M12",0
"f.d. Skaraborgs län","övriga bränslen","2025M01",0
"f.d. Skaraborgs län","övriga bränslen","2025M02",0
"f.d. Skaraborgs län","övriga bränslen","2025M03",0
"Värmlands län","bensin","2006M01",392
"Värmlands län","bensin","2006M02",343
"Värmlands län","bensin","2006M03",486
"Värmlands län","bensin","2006M04",565
"Värmlands län","bensin","2006M05",623
"Värmlands län","bensin","2006M06",606
"Värmlands län","bensin","2006M07",464
"Värmlands län","bensin","2006M08",499
"Värmlands län","bensin","2006M09",554
"Värmlands län","bensin","2006M10",480
"Värmlands län","bensin","2006M11",445
"Värmlands län","bensin","2006M12",384
"Värmlands län","bensin","2007M01",317
"Värmlands län","bensin","2007M02",313
"Värmlands län","bensin","2007M03",462
"Värmlands län","bensin","2007M04",468
"Värmlands län","bensin","2007M05",476
"Värmlands län","bensin","2007M06",458
"Värmlands län","bensin","2007M07",349
"Värmlands län","bensin","2007M08",411
"Värmlands län","bensin","2007M09",388
"Värmlands län","bensin","2007M10",371
"Värmlands län","bensin","2007M11",329
"Värmlands län","bensin","2007M12",245
"Värmlands län","bensin","2008M01",205
"Värmlands län","bensin","2008M02",237
"Värmlands län","bensin","2008M03",252
"Värmlands län","bensin","2008M04",337
"Värmlands län","bensin","2008M05",318
"Värmlands län","bensin","2008M06",265
"Värmlands län","bensin","2008M07",228
"Värmlands län","bensin","2008M08",229
"Värmlands län","bensin","2008M09",270
"Värmlands län","bensin","2008M10",222
"Värmlands län","bensin","2008M11",166
"Värmlands län","bensin","2008M12",145
"Värmlands län","bensin","2009M01",105
"Värmlands län","bensin","2009M02",143
"Värmlands län","bensin","2009M03",145
"Värmlands län","bensin","2009M04",181
"Värmlands län","bensin","2009M05",214
"Värmlands län","bensin","2009M06",249
"Värmlands län","bensin","2009M07",201
"Värmlands län","bensin","2009M08",137
"Värmlands län","bensin","2009M09",226
"Värmlands län","bensin","2009M10",209
"Värmlands län","bensin","2009M11",263
"Värmlands län","bensin","2009M12",147
"Värmlands län","bensin","2010M01",145
"Värmlands län","bensin","2010M02",138
"Värmlands län","bensin","2010M03",229
"Värmlands län","bensin","2010M04",289
"Värmlands län","bensin","2010M05",236
"Värmlands län","bensin","2010M06",259
"Värmlands län","bensin","2010M07",202
"Värmlands län","bensin","2010M08",236
"Värmlands län","bensin","2010M09",210
"Värmlands län","bensin","2010M10",234
"Värmlands län","bensin","2010M11",209
"Värmlands län","bensin","2010M12",213
"Värmlands län","bensin","2011M01",153
"Värmlands län","bensin","2011M02",162
"Värmlands län","bensin","2011M03",207
"Värmlands län","bensin","2011M04",252
"Värmlands län","bensin","2011M05",271
"Värmlands län","bensin","2011M06",240
"Värmlands län","bensin","2011M07",168
"Värmlands län","bensin","2011M08",226
"Värmlands län","bensin","2011M09",178
"Värmlands län","bensin","2011M10",179
"Värmlands län","bensin","2011M11",204
"Värmlands län","bensin","2011M12",235
"Värmlands län","bensin","2012M01",117
"Värmlands län","bensin","2012M02",130
"Värmlands län","bensin","2012M03",203
"Värmlands län","bensin","2012M04",171
"Värmlands län","bensin","2012M05",231
"Värmlands län","bensin","2012M06",238
"Värmlands län","bensin","2012M07",177
"Värmlands län","bensin","2012M08",197
"Värmlands län","bensin","2012M09",174
"Värmlands län","bensin","2012M10",182
"Värmlands län","bensin","2012M11",214
"Värmlands län","bensin","2012M12",187
"Värmlands län","bensin","2013M01",117
"Värmlands län","bensin","2013M02",136
"Värmlands län","bensin","2013M03",167
"Värmlands län","bensin","2013M04",207
"Värmlands län","bensin","2013M05",253
"Värmlands län","bensin","2013M06",213
"Värmlands län","bensin","2013M07",198
"Värmlands län","bensin","2013M08",246
"Värmlands län","bensin","2013M09",257
"Värmlands län","bensin","2013M10",221
"Värmlands län","bensin","2013M11",189
"Värmlands län","bensin","2013M12",216
"Värmlands län","bensin","2014M01",147
"Värmlands län","bensin","2014M02",163
"Värmlands län","bensin","2014M03",264
"Värmlands län","bensin","2014M04",264
"Värmlands län","bensin","2014M05",260
"Värmlands län","bensin","2014M06",280
"Värmlands län","bensin","2014M07",194
"Värmlands län","bensin","2014M08",206
"Värmlands län","bensin","2014M09",229
"Värmlands län","bensin","2014M10",249
"Värmlands län","bensin","2014M11",238
"Värmlands län","bensin","2014M12",226
"Värmlands län","bensin","2015M01",171
"Värmlands län","bensin","2015M02",181
"Värmlands län","bensin","2015M03",249
"Värmlands län","bensin","2015M04",287
"Värmlands län","bensin","2015M05",281
"Värmlands län","bensin","2015M06",310
"Värmlands län","bensin","2015M07",235
"Värmlands län","bensin","2015M08",239
"Värmlands län","bensin","2015M09",294
"Värmlands län","bensin","2015M10",241
"Värmlands län","bensin","2015M11",266
"Värmlands län","bensin","2015M12",247
"Värmlands län","bensin","2016M01",158
"Värmlands län","bensin","2016M02",226
"Värmlands län","bensin","2016M03",329
"Värmlands län","bensin","2016M04",401
"Värmlands län","bensin","2016M05",370
"Värmlands län","bensin","2016M06",344
"Värmlands län","bensin","2016M07",267
"Värmlands län","bensin","2016M08",306
"Värmlands län","bensin","2016M09",343
"Värmlands län","bensin","2016M10",313
"Värmlands län","bensin","2016M11",308
"Värmlands län","bensin","2016M12",398
"Värmlands län","bensin","2017M01",188
"Värmlands län","bensin","2017M02",215
"Värmlands län","bensin","2017M03",407
"Värmlands län","bensin","2017M04",297
"Värmlands län","bensin","2017M05",398
"Värmlands län","bensin","2017M06",398
"Värmlands län","bensin","2017M07",306
"Värmlands län","bensin","2017M08",300
"Värmlands län","bensin","2017M09",327
"Värmlands län","bensin","2017M10",318
"Värmlands län","bensin","2017M11",382
"Värmlands län","bensin","2017M12",414
"Värmlands län","bensin","2018M01",233
"Värmlands län","bensin","2018M02",283
"Värmlands län","bensin","2018M03",488
"Värmlands län","bensin","2018M04",475
"Värmlands län","bensin","2018M05",507
"Värmlands län","bensin","2018M06",706
"Värmlands län","bensin","2018M07",164
"Värmlands län","bensin","2018M08",355
"Värmlands län","bensin","2018M09",226
"Värmlands län","bensin","2018M10",386
"Värmlands län","bensin","2018M11",311
"Värmlands län","bensin","2018M12",302
"Värmlands län","bensin","2019M01",203
"Värmlands län","bensin","2019M02",272
"Värmlands län","bensin","2019M03",411
"Värmlands län","bensin","2019M04",347
"Värmlands län","bensin","2019M05",369
"Värmlands län","bensin","2019M06",361
"Värmlands län","bensin","2019M07",288
"Värmlands län","bensin","2019M08",341
"Värmlands län","bensin","2019M09",365
"Värmlands län","bensin","2019M10",354
"Värmlands län","bensin","2019M11",328
"Värmlands län","bensin","2019M12",464
"Värmlands län","bensin","2020M01",189
"Värmlands län","bensin","2020M02",204
"Värmlands län","bensin","2020M03",267
"Värmlands län","bensin","2020M04",243
"Värmlands län","bensin","2020M05",211
"Värmlands län","bensin","2020M06",326
"Värmlands län","bensin","2020M07",232
"Värmlands län","bensin","2020M08",303
"Värmlands län","bensin","2020M09",292
"Värmlands län","bensin","2020M10",256
"Värmlands län","bensin","2020M11",205
"Värmlands län","bensin","2020M12",182
"Värmlands län","bensin","2021M01",209
"Värmlands län","bensin","2021M02",253
"Värmlands län","bensin","2021M03",384
"Värmlands län","bensin","2021M04",223
"Värmlands län","bensin","2021M05",200
"Värmlands län","bensin","2021M06",239
"Värmlands län","bensin","2021M07",177
"Värmlands län","bensin","2021M08",198
"Värmlands län","bensin","2021M09",159
"Värmlands län","bensin","2021M10",155
"Värmlands län","bensin","2021M11",173
"Värmlands län","bensin","2021M12",147
"Värmlands län","bensin","2022M01",174
"Värmlands län","bensin","2022M02",277
"Värmlands län","bensin","2022M03",220
"Värmlands län","bensin","2022M04",168
"Värmlands län","bensin","2022M05",220
"Värmlands län","bensin","2022M06",204
"Värmlands län","bensin","2022M07",143
"Värmlands län","bensin","2022M08",166
"Värmlands län","bensin","2022M09",104
"Värmlands län","bensin","2022M10",146
"Värmlands län","bensin","2022M11",106
"Värmlands län","bensin","2022M12",166
"Värmlands län","bensin","2023M01",141
"Värmlands län","bensin","2023M02",164
"Värmlands län","bensin","2023M03",160
"Värmlands län","bensin","2023M04",201
"Värmlands län","bensin","2023M05",164
"Värmlands län","bensin","2023M06",167
"Värmlands län","bensin","2023M07",121
"Värmlands län","bensin","2023M08",137
"Värmlands län","bensin","2023M09",134
"Värmlands län","bensin","2023M10",117
"Värmlands län","bensin","2023M11",126
"Värmlands län","bensin","2023M12",135
"Värmlands län","bensin","2024M01",77
"Värmlands län","bensin","2024M02",119
"Värmlands län","bensin","2024M03",255
"Värmlands län","bensin","2024M04",190
"Värmlands län","bensin","2024M05",215
"Värmlands län","bensin","2024M06",157
"Värmlands län","bensin","2024M07",171
"Värmlands län","bensin","2024M08",159
"Värmlands län","bensin","2024M09",201
"Värmlands län","bensin","2024M10",191
"Värmlands län","bensin","2024M11",187
"Värmlands län","bensin","2024M12",122
"Värmlands län","bensin","2025M01",157
"Värmlands län","bensin","2025M02",158
"Värmlands län","bensin","2025M03",189
"Värmlands län","diesel","2006M01",114
"Värmlands län","diesel","2006M02",108
"Värmlands län","diesel","2006M03",137
"Värmlands län","diesel","2006M04",160
"Värmlands län","diesel","2006M05",168
"Värmlands län","diesel","2006M06",173
"Värmlands län","diesel","2006M07",173
"Värmlands län","diesel","2006M08",124
"Värmlands län","diesel","2006M09",184
"Värmlands län","diesel","2006M10",223
"Värmlands län","diesel","2006M11",219
"Värmlands län","diesel","2006M12",201
"Värmlands län","diesel","2007M01",230
"Värmlands län","diesel","2007M02",203
"Värmlands län","diesel","2007M03",278
"Värmlands län","diesel","2007M04",307
"Värmlands län","diesel","2007M05",291
"Värmlands län","diesel","2007M06",277
"Värmlands län","diesel","2007M07",254
"Värmlands län","diesel","2007M08",318
"Värmlands län","diesel","2007M09",304
"Värmlands län","diesel","2007M10",360
"Värmlands län","diesel","2007M11",366
"Värmlands län","diesel","2007M12",568
"Värmlands län","diesel","2008M01",160
"Värmlands län","diesel","2008M02",242
"Värmlands län","diesel","2008M03",234
"Värmlands län","diesel","2008M04",282
"Värmlands län","diesel","2008M05",352
"Värmlands län","diesel","2008M06",251
"Värmlands län","diesel","2008M07",195
"Värmlands län","diesel","2008M08",179
"Värmlands län","diesel","2008M09",248
"Värmlands län","diesel","2008M10",265
"Värmlands län","diesel","2008M11",183
"Värmlands län","diesel","2008M12",190
"Värmlands län","diesel","2009M01",92
"Värmlands län","diesel","2009M02",159
"Värmlands län","diesel","2009M03",128
"Värmlands län","diesel","2009M04",156
"Värmlands län","diesel","2009M05",184
"Värmlands län","diesel","2009M06",310
"Värmlands län","diesel","2009M07",158
"Värmlands län","diesel","2009M08",178
"Värmlands län","diesel","2009M09",294
"Värmlands län","diesel","2009M10",333
"Värmlands län","diesel","2009M11",286
"Värmlands län","diesel","2009M12",252
"Värmlands län","diesel","2010M01",219
"Värmlands län","diesel","2010M02",252
"Värmlands län","diesel","2010M03",325
"Värmlands län","diesel","2010M04",340
"Värmlands län","diesel","2010M05",300
"Värmlands län","diesel","2010M06",408
"Värmlands län","diesel","2010M07",325
"Värmlands län","diesel","2010M08",358
"Värmlands län","diesel","2010M09",424
"Värmlands län","diesel","2010M10",457
"Värmlands län","diesel","2010M11",448
"Värmlands län","diesel","2010M12",546
"Värmlands län","diesel","2011M01",358
"Värmlands län","diesel","2011M02",360
"Värmlands län","diesel","2011M03",451
"Värmlands län","diesel","2011M04",505
"Värmlands län","diesel","2011M05",514
"Värmlands län","diesel","2011M06",437
"Värmlands län","diesel","2011M07",326
"Värmlands län","diesel","2011M08",381
"Värmlands län","diesel","2011M09",449
"Värmlands län","diesel","2011M10",475
"Värmlands län","diesel","2011M11",471
"Värmlands län","diesel","2011M12",440
"Värmlands län","diesel","2012M01",344
"Värmlands län","diesel","2012M02",385
"Värmlands län","diesel","2012M03",478
"Värmlands län","diesel","2012M04",430
"Värmlands län","diesel","2012M05",454
"Värmlands län","diesel","2012M06",368
"Värmlands län","diesel","2012M07",270
"Värmlands län","diesel","2012M08",380
"Värmlands län","diesel","2012M09",427
"Värmlands län","diesel","2012M10",423
"Värmlands län","diesel","2012M11",485
"Värmlands län","diesel","2012M12",499
"Värmlands län","diesel","2013M01",304
"Värmlands län","diesel","2013M02",253
"Värmlands län","diesel","2013M03",313
"Värmlands län","diesel","2013M04",377
"Värmlands län","diesel","2013M05",334
"Värmlands län","diesel","2013M06",353
"Värmlands län","diesel","2013M07",269
"Värmlands län","diesel","2013M08",370
"Värmlands län","diesel","2013M09",415
"Värmlands län","diesel","2013M10",352
"Värmlands län","diesel","2013M11",360
"Värmlands län","diesel","2013M12",470
"Värmlands län","diesel","2014M01",288
"Värmlands län","diesel","2014M02",311
"Värmlands län","diesel","2014M03",403
"Värmlands län","diesel","2014M04",449
"Värmlands län","diesel","2014M05",388
"Värmlands län","diesel","2014M06",433
"Värmlands län","diesel","2014M07",334
"Värmlands län","diesel","2014M08",378
"Värmlands län","diesel","2014M09",355
"Värmlands län","diesel","2014M10",462
"Värmlands län","diesel","2014M11",347
"Värmlands län","diesel","2014M12",387
"Värmlands län","diesel","2015M01",278
"Värmlands län","diesel","2015M02",350
"Värmlands län","diesel","2015M03",414
"Värmlands län","diesel","2015M04",455
"Värmlands län","diesel","2015M05",454
"Värmlands län","diesel","2015M06",471
"Värmlands län","diesel","2015M07",340
"Värmlands län","diesel","2015M08",343
"Värmlands län","diesel","2015M09",465
"Värmlands län","diesel","2015M10",458
"Värmlands län","diesel","2015M11",485
"Värmlands län","diesel","2015M12",426
"Värmlands län","diesel","2016M01",321
"Värmlands län","diesel","2016M02",416
"Värmlands län","diesel","2016M03",409
"Värmlands län","diesel","2016M04",441
"Värmlands län","diesel","2016M05",433
"Värmlands län","diesel","2016M06",458
"Värmlands län","diesel","2016M07",325
"Värmlands län","diesel","2016M08",413
"Värmlands län","diesel","2016M09",424
"Värmlands län","diesel","2016M10",399
"Värmlands län","diesel","2016M11",428
"Värmlands län","diesel","2016M12",464
"Värmlands län","diesel","2017M01",303
"Värmlands län","diesel","2017M02",353
"Värmlands län","diesel","2017M03",482
"Värmlands län","diesel","2017M04",375
"Värmlands län","diesel","2017M05",410
"Värmlands län","diesel","2017M06",390
"Värmlands län","diesel","2017M07",304
"Värmlands län","diesel","2017M08",310
"Värmlands län","diesel","2017M09",322
"Värmlands län","diesel","2017M10",376
"Värmlands län","diesel","2017M11",310
"Värmlands län","diesel","2017M12",288
"Värmlands län","diesel","2018M01",231
"Värmlands län","diesel","2018M02",339
"Värmlands län","diesel","2018M03",259
"Värmlands län","diesel","2018M04",374
"Värmlands län","diesel","2018M05",397
"Värmlands län","diesel","2018M06",674
"Värmlands län","diesel","2018M07",73
"Värmlands län","diesel","2018M08",200
"Värmlands län","diesel","2018M09",119
"Värmlands län","diesel","2018M10",164
"Värmlands län","diesel","2018M11",233
"Värmlands län","diesel","2018M12",201
"Värmlands län","diesel","2019M01",207
"Värmlands län","diesel","2019M02",249
"Värmlands län","diesel","2019M03",260
"Värmlands län","diesel","2019M04",279
"Värmlands län","diesel","2019M05",259
"Värmlands län","diesel","2019M06",225
"Värmlands län","diesel","2019M07",220
"Värmlands län","diesel","2019M08",179
"Värmlands län","diesel","2019M09",181
"Värmlands län","diesel","2019M10",244
"Värmlands län","diesel","2019M11",218
"Värmlands län","diesel","2019M12",334
"Värmlands län","diesel","2020M01",112
"Värmlands län","diesel","2020M02",171
"Värmlands län","diesel","2020M03",187
"Värmlands län","diesel","2020M04",164
"Värmlands län","diesel","2020M05",124
"Värmlands län","diesel","2020M06",139
"Värmlands län","diesel","2020M07",179
"Värmlands län","diesel","2020M08",141
"Värmlands län","diesel","2020M09",187
"Värmlands län","diesel","2020M10",148
"Värmlands län","diesel","2020M11",156
"Värmlands län","diesel","2020M12",259
"Värmlands län","diesel","2021M01",120
"Värmlands län","diesel","2021M02",137
"Värmlands län","diesel","2021M03",291
"Värmlands län","diesel","2021M04",97
"Värmlands län","diesel","2021M05",108
"Värmlands län","diesel","2021M06",148
"Värmlands län","diesel","2021M07",87
"Värmlands län","diesel","2021M08",90
"Värmlands län","diesel","2021M09",93
"Värmlands län","diesel","2021M10",71
"Värmlands län","diesel","2021M11",96
"Värmlands län","diesel","2021M12",139
"Värmlands län","diesel","2022M01",102
"Värmlands län","diesel","2022M02",137
"Värmlands län","diesel","2022M03",215
"Värmlands län","diesel","2022M04",224
"Värmlands län","diesel","2022M05",179
"Värmlands län","diesel","2022M06",297
"Värmlands län","diesel","2022M07",95
"Värmlands län","diesel","2022M08",110
"Värmlands län","diesel","2022M09",114
"Värmlands län","diesel","2022M10",115
"Värmlands län","diesel","2022M11",147
"Värmlands län","diesel","2022M12",123
"Värmlands län","diesel","2023M01",113
"Värmlands län","diesel","2023M02",89
"Värmlands län","diesel","2023M03",85
"Värmlands län","diesel","2023M04",77
"Värmlands län","diesel","2023M05",138
"Värmlands län","diesel","2023M06",124
"Värmlands län","diesel","2023M07",112
"Värmlands län","diesel","2023M08",175
"Värmlands län","diesel","2023M09",185
"Värmlands län","diesel","2023M10",107
"Värmlands län","diesel","2023M11",148
"Värmlands län","diesel","2023M12",75
"Värmlands län","diesel","2024M01",116
"Värmlands län","diesel","2024M02",92
"Värmlands län","diesel","2024M03",112
"Värmlands län","diesel","2024M04",110
"Värmlands län","diesel","2024M05",102
